발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영흥태양광, 2, 2025-07-28 00:00:00, 0, 0, 0, 0, 0, 0, 0.964, 84.851, 268.051, 419.432, 520.674, 583.347, 611.309, 602.632, 552.493, 464.749, 333.617, 170.665, 36.64, 0.964, 0, 0, 0, 0, 4650.388, 194, 611.3, 0.96, 611.309, 0, 
탑선태양광, 1, 2025-07-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1363, 1363, 57, 1363, 1363, 1363, 0, 
탑선태양광, 3, 2025-07-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 755, 31, 755, 755, 755, 0, 
경상대태양광, 1, 2025-07-28 00:00:00, 0, 0, 0, 0, 0, 0, 10.512, 88.416, 247.896, 385.56, 474.768, 529.2, 557.28, 547.632, 436.392, 439.416, 347.904, 202.68, 52.488, 0.072, 0, 0, 0, 0, 4320.216, 180, 557.28, 0.072, 557.28, 0, 
고흥만 수상태양광, 1, 2025-07-28 00:00:00, 0, 0, 0, 0, 0, 23.856, 2079.168, 11590.152, 24205.776, 34965.924, 43008.672, 46469.724, 47014.716, 46714.164, 42597.072, 36211.728, 26782.896, 14948.808, 3994.116, 126.756, 0, 0, 0, 0, 380733.528, 15864, 47014.71, 23.85, 47014.716, 0, 
영동태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 8.736, 10.944, 12.672, 14.304, 15.648, 16.8, 500.832, 774.912, 731.616, 641.376, 654.528, 685.536, 680.352, 674.592, 265.632, 0, 0, 0, 5688.48, 237, 774.91, 8.73, 774.912, 0, 
삼천포태양광#5, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 55.054, 576.738, 1419.012, 1915.52, 2398.229, 2303.665, 2880.2, 2783.132, 2500.79, 2084.388, 1461.881, 683.566, 74.433, 0, 0, 0, 0, 0, 21136.608, 881, 2880.2, 55.054, 2880.2, 0, 
삼천포태양광#5, 2, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 118.753, 1030.352, 2399.528, 3310.638, 4121.305, 3898.493, 4967.668, 4784.026, 4301.302, 3569.353, 2473.651, 1158.519, 149.608, 0.353, 0, 0, 0, 0, 36283.549, 1512, 4967.66, 0.353, 4967.668, 0, 
광양항세방태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 86.4, 376.8, 871.2, 1039.2, 1087.2, 1704, 1548, 1723.2, 1269.6, 1351.2, 1173.6, 720, 232.8, 14.4, 0, 0, 0, 0, 13197.6, 550, 1723.2, 14.4, 1723.2, 0, 
두산엔진MG태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0.24, 2.34, 3.12, 13.44, 29.52, 42.96, 45.42, 23.88, 16.86, 25.32, 37.38, 47.82, 37.02, 17.28, 0.42, 0, 0, 0, 0, 343.02, 14, 47.82, 0.24, 47.82, 0, 
삼천포태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.048, 3.756, 8.244, 12.384, 15.18, 16.26, 16.452, 15.672, 13.416, 9.624, 4.008, 0.096, 0, 0, 0, 0, 0, 115.14, 5, 16.45, 0.048, 16.452, 0, 
삼천포태양광, 2, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0.288, 15.456, 124.416, 290.976, 430.08, 528.576, 577.44, 599.424, 578.304, 516, 421.44, 285.6, 133.056, 30.048, 1.44, 0, 0, 0, 0, 4532.544, 189, 599.42, 0.288, 599.424, 0, 
삼천포태양광, 3, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 3.672, 46.152, 111.528, 163.584, 195.264, 218.736, 222.588, 215.568, 191.304, 158.904, 108.792, 46.8, 3.096, 0, 0, 0, 0, 0, 1685.988, 70, 222.58, 3.096, 222.588, 0, 
삼천포태양광, 4, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 8.892, 220.332, 573.365, 784.291, 1020.367, 885.317, 1217.073, 1178.615, 1059.488, 883.609, 611.912, 282.441, 23.044, 0, 0, 0, 0, 0, 8748.746, 365, 1217.07, 8.892, 1217.073, 0, 
구미태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 6.436, 84.465, 260.337, 414.297, 523.422, 445.971, 461.23, 474.247, 570.21, 407.933, 342.705, 190.48, 61.179, 13.451, 0, 0, 0, 0, 4256.363, 177, 570.21, 6.436, 570.21, 0, 
삼천포태양광#6, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 10.277, 67.394, 71.127, 67.455, 67.251, 62.605, 186.54, 684.459, 642.525, 565.69, 605.731, 653.186, 636.203, 446.695, 49.168, 0, 0, 0, 4816.306, 201, 684.45, 10.27, 684.459, 0, 
영흥태양광#5, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 57.853, 443.537, 1099.2, 1653.621, 2048.947, 2282.768, 2369.547, 2328.568, 2157.421, 1827.179, 1316.147, 672.537, 144.632, 4.821, 0, 0, 0, 0, 18406.778, 767, 2369.54, 4.82, 2369.547, 0, 
영흥태양광 #3, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 45.12, 343.44, 797.04, 1139.52, 1348.32, 1464.72, 1482.96, 1455.12, 1380.24, 1213.44, 943.44, 462.96, 93.84, 4.8, 0, 0, 0, 0, 12174.96, 507, 1482.96, 4.8, 1482.96, 0, 
영흥태양광 #3, 2, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 8.16, 133.536, 327.744, 482.784, 581.76, 635.328, 653.472, 649.632, 609.888, 523.392, 388.704, 214.464, 42.336, 0.384, 0, 0, 0, 0, 5251.584, 219, 653.47, 0.384, 653.472, 0, 
영흥태양광 #3, 3, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 11.88, 145.56, 405.36, 612.36, 754.8, 826.68, 848.4, 824.52, 778.32, 671.4, 491.28, 261.24, 57.36, 2.88, 0, 0, 0, 0, 6692.04, 279, 848.4, 2.88, 848.4, 0, 
영흥태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 84.403, 251.827, 419.366, 541.171, 604.838, 638.899, 629.875, 577.882, 489.677, 359.885, 187.2, 39.091, 1.421, 0, 0, 0, 0, 4825.535, 201, 638.89, 1.421, 638.899, 0, 
예천태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 75.42, 390.96, 739.62, 1004.4, 1180.26, 1280.88, 1308.6, 1256.4, 1170.18, 992.16, 736.92, 394.02, 73.8, 0.72, 0, 0, 0, 0, 10604.34, 442, 1308.6, 0.72, 1308.6, 0, 
여수태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 798.5, 798.5, 33, 798.5, 798.5, 798.5, 0, 
영흥태양광, 2, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 63.638, 275.764, 431.002, 532.244, 587.204, 603.596, 592.025, 550.564, 466.678, 335.545, 171.629, 35.676, 0, 0, 0, 0, 0, 4645.565, 194, 603.59, 35.67, 603.596, 0, 
탑선태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1363, 1363, 57, 1363, 1363, 1363, 0, 
탑선태양광, 3, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 755, 31, 755, 755, 755, 0, 
경상대태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 0, 15.336, 77.616, 136.44, 253.296, 349.992, 458.712, 461.376, 449.856, 478.584, 447.12, 354.24, 210.888, 56.376, 0.216, 0, 0, 0, 0, 3750.048, 156, 478.58, 0.21, 478.584, 0, 
고흥만 수상태양광, 1, 2025-07-27 00:00:00, 0, 0, 0, 0, 0, 22.512, 2107.644, 11716.824, 24735.9, 35966.28, 43462.608, 47439.42, 48129.06, 46694.76, 40076.652, 35881.608, 27582.24, 16287.516, 4089.372, 167.496, 0, 0, 0, 0, 384359.892, 16015, 48129.06, 22.512, 48129.06, 0, 
영동태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 1.344, 5.28, 12.384, 13.056, 14.112, 15.552, 16.512, 432.48, 756.864, 712.608, 648.192, 654.912, 685.056, 680.544, 674.688, 263.328, 0, 0, 0, 5586.912, 233, 756.86, 1.34, 756.864, 0, 
삼천포태양광#5, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 59.888, 530.965, 1275.236, 1428.203, 1952.198, 2593.342, 2753.997, 2781.593, 2440.158, 2033.616, 1453.753, 689.168, 75.888, 0, 0, 0, 0, 0, 20068.005, 836, 2781.59, 59.888, 2781.593, 0, 
삼천포태양광#5, 2, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 129.588, 970.846, 2206.781, 2171.369, 3496.756, 4475.227, 4737.998, 4621.813, 4202.633, 3476.191, 2499.475, 1161.903, 151.529, 0, 0, 0, 0, 0, 34302.109, 1429, 4737.99, 129.588, 4737.998, 0, 
광양항세방태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 2.4, 81.6, 374.4, 835.2, 669.6, 1161.6, 1305.6, 1492.8, 1596, 1432.8, 1401.6, 1178.4, 734.4, 259.2, 14.4, 0, 0, 0, 0, 12540, 523, 1596, 2.4, 1596, 0, 
두산엔진MG태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0.24, 2.22, 3.36, 11.88, 24, 40.44, 46.44, 27.48, 17.16, 22.68, 33.78, 27.96, 21.54, 16.56, 0.42, 0, 0, 0, 0, 296.16, 12, 46.44, 0.24, 46.44, 0, 
삼천포태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.06, 3.9, 7.692, 11.34, 14.724, 16.344, 16.5, 15.312, 13.092, 9.672, 4.08, 0.096, 0, 0, 0, 0, 0, 112.812, 5, 16.5, 0.06, 16.5, 0, 
삼천포태양광, 2, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0.096, 17.568, 127.872, 297.696, 404.736, 511.008, 560.064, 610.848, 588, 501.312, 409.248, 288.096, 133.92, 30.528, 1.152, 0, 0, 0, 0, 4482.144, 187, 610.84, 0.096, 610.848, 0, 
삼천포태양광, 3, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 3.744, 46.656, 110.988, 158.364, 164.088, 206.316, 223.632, 218.232, 187.236, 154.332, 109.044, 47.34, 3.276, 0, 0, 0, 0, 0, 1633.248, 68, 223.63, 3.276, 223.632, 0, 
삼천포태양광, 4, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 11.875, 217.882, 534.921, 456.83, 870.96, 1074.213, 1143.503, 1079.18, 1026.879, 865.071, 618.949, 280.323, 23.588, 0, 0, 0, 0, 0, 8204.174, 342, 1143.5, 11.875, 1143.503, 0, 
구미태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 6.219, 85.405, 264.748, 402.799, 530.943, 489.216, 376.621, 402.582, 517.636, 349.719, 279.211, 159.456, 38.834, 6.364, 0, 0, 0, 0, 3909.753, 163, 530.94, 6.219, 530.943, 0, 
삼천포태양광#6, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 11.673, 70.795, 70.67, 66.206, 66.718, 64.466, 64.046, 683.325, 618.722, 556.745, 608.72, 653.096, 635.979, 436.408, 51.968, 0, 0, 0, 4659.537, 194, 683.32, 11.67, 683.325, 0, 
영흥태양광#5, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 7.232, 207.305, 503.8, 928.053, 1648.8, 1590.947, 2198.4, 2405.705, 2345.442, 2176.705, 1733.168, 1284.811, 585.758, 183.2, 9.642, 0, 0, 0, 0, 17808.968, 742, 2405.7, 7.23, 2405.705, 0, 
영흥태양광 #3, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 3.84, 154.8, 376.56, 644.88, 1141.68, 1093.68, 1425.6, 1510.08, 1460.16, 1382.16, 1171.92, 900.96, 408, 126, 9.12, 0, 0, 0, 0, 11809.44, 492, 1510.08, 3.84, 1510.08, 0, 
영흥태양광 #3, 2, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0.384, 56.928, 152.64, 277.248, 480.288, 465.984, 609.888, 666.912, 654.144, 610.08, 497.76, 384.384, 191.616, 56.256, 1.056, 0, 0, 0, 0, 5105.568, 213, 666.91, 0.384, 666.912, 0, 
영흥태양광 #3, 3, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 1.44, 66.72, 167.16, 317.88, 613.2, 611.64, 785.16, 859.56, 823.56, 780.24, 650.88, 485.16, 235.68, 72.6, 5.16, 0, 0, 0, 0, 6476.04, 270, 859.56, 1.44, 859.56, 0, 
영흥태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 38.054, 100.915, 210.432, 411.533, 430.618, 577.421, 653.338, 624.96, 579.494, 459.878, 346.675, 164.39, 49.997, 2.88, 0, 0, 0, 0, 4650.585, 194, 653.33, 2.88, 653.338, 0, 
예천태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 4.86, 114.48, 430.74, 503.28, 1036.08, 1092.24, 1289.7, 1346.04, 1076.4, 1074.42, 671.76, 448.38, 376.56, 93.24, 3.6, 0, 0, 0, 0, 9561.78, 398, 1346.04, 3.6, 1346.04, 0, 
여수태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 818.5, 818.5, 34, 818.5, 818.5, 818.5, 0, 
영흥태양광, 2, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 8.678, 80.994, 229.482, 431.966, 418.467, 566.956, 611.309, 594.918, 554.421, 445.465, 323.011, 153.309, 46.282, 1.928, 0, 0, 0, 0, 4467.186, 186, 611.3, 1.92, 611.309, 0, 
탑선태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1363, 1363, 57, 1363, 1363, 1363, 0, 
탑선태양광, 3, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 755, 31, 755, 755, 755, 0, 
경상대태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 0, 13.392, 80.352, 163.728, 338.832, 430.776, 449.208, 418.392, 423.072, 506.088, 471.816, 360.36, 213.408, 57.816, 0.216, 0, 0, 0, 0, 3927.456, 164, 506.088, 0.216, 506.088, 0, 
고흥만 수상태양광, 1, 2025-07-26 00:00:00, 0, 0, 0, 0, 0, 35.28, 2176.02, 11760.084, 24250.464, 30123.24, 34207.656, 45259.62, 49820.148, 47753.412, 42665.784, 35047.824, 28494.396, 15439.452, 4261.572, 192.864, 0, 0, 0, 0, 371487.816, 15479, 49820.14, 35.28, 49820.148, 0, 
영동태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0.192, 12.48, 13.056, 12.96, 12.288, 15.264, 16.128, 559.68, 786.528, 734.784, 640.032, 650.592, 684.96, 679.68, 674.112, 238.944, 0, 0, 0, 5731.68, 239, 786.52, 0.192, 786.528, 0, 
삼천포태양광#5, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 64.306, 191.14, 194.021, 192.439, 200.529, 297.83, 1838.409, 2800.965, 2550.451, 2085.454, 2479.703, 2348.544, 2401.464, 2559.983, 78.14, 0, 0, 0, 20283.378, 845, 2800.96, 64.3, 2800.965, 0, 
삼천포태양광#5, 2, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 124.978, 287.165, 287.338, 285.043, 352.788, 911.431, 4647.385, 4838.444, 4402.423, 3602.429, 4285.908, 4290.865, 3965.486, 3072.985, 0, 0, 0, 0, 35354.668, 1473, 4838.44, 124.97, 4838.444, 0, 
광양항세방태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 84, 374.4, 830.4, 1272, 1562.4, 1663.2, 1449.6, 1454.4, 1692, 1240.8, 1188, 739.2, 252, 14.4, 0, 0, 0, 0, 13816.8, 576, 1692, 14.4, 1692, 0, 
두산엔진MG태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0.24, 1.92, 3.24, 10.86, 25.62, 36.42, 36.6, 35.64, 37.56, 26.94, 38.46, 47.58, 30.72, 16.92, 0.48, 0, 0, 0, 0, 349.2, 15, 47.58, 0.24, 47.58, 0, 
삼천포태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.084, 3.588, 8.316, 12.084, 15.024, 16.368, 16.764, 16.152, 13.62, 9.624, 4.236, 0.12, 0, 0, 0, 0, 0, 115.98, 5, 16.76, 0.08, 16.764, 0, 
삼천포태양광, 2, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0.768, 20.256, 128.832, 287.136, 383.616, 524.256, 586.656, 607.104, 587.616, 530.208, 426.048, 290.112, 137.472, 31.776, 1.44, 0, 0, 0, 0, 4543.296, 189, 607.1, 0.768, 607.104, 0, 
삼천포태양광, 3, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 5.148, 47.592, 107.568, 129.312, 194.436, 210.24, 223.848, 218.268, 197.64, 160.416, 109.512, 48.528, 3.564, 0, 0, 0, 0, 0, 1656.072, 69, 223.84, 3.564, 223.848, 0, 
삼천포태양광, 4, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 14.107, 94.983, 95.059, 94.787, 97.335, 107.477, 534.131, 1185.802, 1083.085, 878.1, 1190.141, 1192.135, 1177.929, 715.467, 0, 0, 0, 0, 8460.538, 353, 1192.13, 14.107, 1192.135, 0, 
구미태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 6.798, 80.415, 246.669, 391.735, 490.301, 567.317, 418.925, 411.766, 390.578, 261.494, 250.357, 209.933, 56.406, 3.471, 0, 0, 0, 0, 3786.165, 158, 567.31, 3.471, 567.317, 0, 
삼천포태양광#6, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 14.169, 74.408, 68.197, 67.083, 62.061, 54.422, 76.786, 688.573, 657.762, 562.538, 587.496, 615.777, 619.082, 635.66, 184.332, 0, 0, 0, 4968.346, 207, 688.57, 14.169, 688.573, 0, 
영흥태양광#5, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 2.411, 98.832, 465.232, 1063.042, 1607.821, 2007.968, 2251.432, 2396.063, 2338.211, 2109.211, 1740.4, 1248.653, 655.663, 192.842, 12.053, 0, 0, 0, 0, 18189.834, 758, 2396.06, 2.41, 2396.063, 0, 
영흥태양광 #3, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0.72, 73.68, 352.32, 772.8, 1118.88, 1338.24, 1461.84, 1497.12, 1460.88, 1353.84, 1168.8, 895.68, 448.32, 134.88, 11.76, 0, 0, 0, 0, 12089.76, 504, 1497.12, 0.72, 1497.12, 0, 
영흥태양광 #3, 2, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 15.84, 124.224, 307.392, 482.016, 613.152, 699.36, 736.8, 720.288, 647.712, 549.504, 402.816, 221.952, 67.584, 2.784, 0, 0, 0, 0, 5591.424, 233, 736.8, 2.784, 736.8, 0, 
영흥태양광 #3, 3, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 27.84, 154.56, 390.6, 592.44, 742.44, 827.28, 845.88, 835.32, 747.96, 643.8, 465.84, 248.88, 74.64, 5.64, 0, 0, 0, 0, 6603.12, 275, 845.88, 5.64, 845.88, 0, 
영흥태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 5.837, 94.234, 250.944, 414.259, 529.766, 601.306, 631.334, 611.366, 547.315, 466.253, 341.222, 182.246, 52.646, 4.032, 0, 0, 0, 0, 4732.76, 197, 631.33, 4.032, 631.334, 0, 
예천태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 86.4, 404.82, 748.8, 1015.2, 1194.84, 1298.88, 1319.76, 1208.52, 851.22, 820.26, 687.78, 398.16, 85.68, 6.3, 0, 0, 0, 0, 10126.62, 422, 1319.76, 6.3, 1319.76, 0, 
여수태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 809, 809, 34, 809, 809, 809, 0, 
영흥태양광, 2, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 4.821, 102.206, 270.943, 416.539, 518.745, 577.562, 606.488, 592.025, 533.208, 445.465, 317.225, 167.773, 49.175, 1.928, 0, 0, 0, 0, 4604.103, 192, 606.48, 1.92, 606.488, 0, 
탑선태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1363, 1363, 57, 1363, 1363, 1363, 0, 
탑선태양광, 3, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 755, 755, 31, 755, 755, 755, 0, 
경상대태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 0, 13.896, 92.592, 246.816, 387.504, 472.32, 442.944, 499.104, 563.04, 531.936, 464.832, 359.28, 214.344, 59.328, 0.576, 0, 0, 0, 0, 4348.512, 181, 563.04, 0.576, 563.04, 0, 
고흥만 수상태양광, 1, 2025-07-25 00:00:00, 0, 0, 0, 0, 0, 57.456, 2652.72, 11693.052, 24230.976, 34829.34, 42484.176, 43432.032, 36413.496, 41500.368, 40349.316, 36961.176, 25298.028, 15555.54, 4408.656, 216.804, 0, 0, 0, 0, 360083.136, 15003, 43432.03, 57.45, 43432.032, 0, 
영동태양광, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 12.768, 12.96, 12.672, 14.304, 15.84, 16.992, 462.144, 794.88, 732.48, 623.424, 649.248, 685.92, 682.08, 675.072, 195.936, 0, 0, 0, 5586.72, 233, 794.88, 12.672, 794.88, 0, 
삼천포태양광#5, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 74.114, 193.317, 195.403, 204.843, 218.72, 184.795, 2052.903, 2734.662, 2498.253, 2065.501, 2510.314, 2507.997, 2529.64, 2413.18, 0, 0, 0, 0, 20383.642, 849, 2734.66, 74.11, 2734.662, 0, 
삼천포태양광#5, 2, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 138.871, 291.059, 285.415, 285.827, 338.023, 1058.107, 4692.748, 4711.672, 4324.243, 3568.611, 4288.766, 4296.219, 3966.906, 3133.102, 0, 0, 0, 0, 35379.569, 1474, 4711.67, 138.87, 4711.672, 0, 
광양항세방태양광, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 96, 444, 919.2, 1360.8, 1670.4, 1809.6, 1783.2, 1804.8, 1694.4, 1512, 1168.8, 712.8, 240, 16.8, 0, 0, 0, 0, 15232.8, 635, 1809.6, 16.8, 1809.6, 0, 
두산엔진MG태양광, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0.3, 2.52, 4.44, 10.98, 25.92, 39.9, 46.14, 51.66, 52.38, 34.92, 46.68, 48.18, 36.6, 17.7, 0.48, 0, 0, 0, 0, 418.8, 17, 52.38, 0.3, 52.38, 0, 
삼천포태양광, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.132, 3.888, 8.748, 12.408, 15.48, 16.608, 17.1, 16.428, 13.86, 9.84, 4.332, 0.132, 0, 0, 0, 0, 0, 118.956, 5, 17.1, 0.132, 17.1, 0, 
삼천포태양광, 2, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0.192, 21.984, 138.336, 276.192, 431.232, 531.936, 590.016, 609.312, 593.856, 534.432, 431.904, 294.72, 134.4, 32.928, 2.496, 0, 0, 0, 0, 4623.936, 193, 609.31, 0.192, 609.312, 0, 
삼천포태양광, 3, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 6.264, 51.696, 103.824, 160.956, 196.308, 216.432, 221.472, 216.936, 196.848, 160.2, 109.98, 49.104, 3.744, 0, 0, 0, 0, 0, 1693.764, 71, 221.47, 3.744, 221.472, 0, 
삼천포태양광, 4, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 17.749, 95.214, 94.573, 95.029, 92.715, 78.453, 641.253, 1149.581, 1057.714, 869.872, 1189.922, 1191.853, 1179.393, 727.291, 0, 0, 0, 0, 8480.612, 353, 1191.85, 17.749, 1191.853, 0, 
구미태양광, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 16.126, 71.376, 231.194, 396.435, 500.136, 594.219, 462.893, 604.488, 533.618, 433.895, 286.66, 170.521, 47.728, 5.062, 0, 0, 0, 0, 4354.351, 181, 604.48, 5.062, 604.488, 0, 
삼천포태양광#6, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 16.283, 75.273, 71.241, 67.374, 62.302, 51.597, 171.192, 687.708, 655.421, 562.153, 588.014, 615.723, 619.005, 647.354, 88.424, 0, 0, 0, 4979.064, 207, 687.7, 16.28, 687.708, 0, 
영흥태양광#5, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 2.411, 72.316, 438.716, 961.8, 889.484, 1998.326, 2164.653, 2362.316, 2420.168, 2208.042, 1865.747, 1359.537, 711.105, 161.505, 7.232, 0, 0, 0, 0, 17623.358, 734, 2420.16, 2.41, 2420.168, 0, 
영흥태양광 #3, 1, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0.72, 49.44, 313.68, 672.48, 642.96, 1302, 1385.76, 1506.72, 1512, 1426.56, 1251.84, 979.2, 499.44, 106.56, 7.68, 0, 0, 0, 0, 11657.04, 486, 1512, 0.72, 1512, 0, 
영흥태양광 #3, 2, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0, 10.464, 126.336, 296.832, 269.76, 646.176, 692.928, 733.152, 747.36, 681.792, 578.4, 423.168, 226.176, 46.368, 0.672, 0, 0, 0, 0, 5479.584, 228, 747.36, 0.672, 747.36, 0, 
영흥태양광 #3, 3, 2025-07-24 00:00:00, 0, 0, 0, 0, 0, 0.12, 22.2, 148.44, 328.68, 315.12, 738.72, 760.56, 850.8, 867, 810.36, 689.52, 506.4, 273.72, 62.52, 4.08, 0, 0, 0, 0, 6378.24, 266, 867, 0.12, 867, 0, 
